   4.9560650e+05   5.4110588e+05   4.2607687e-01   1.0946565e-01
   4.9556875e+05   5.4113042e+05   5.3707083e-01   1.3433140e-01
   4.9572301e+05   5.4102201e+05   7.4263013e-02   3.3073155e-02
   4.9568697e+05   5.4102778e+05   1.6020614e-01   5.7601258e-02
   4.9566858e+05   5.4108317e+05   2.6354510e-01   6.7782640e-02
   4.9564572e+05   5.4104546e+05   2.7114756e-01   8.5182200e-02
   4.9563803e+05   5.4108082e+05   3.2818797e-01   8.8896179e-02
   4.9571454e+05   5.4106997e+05   1.4731984e-01   3.6763747e-02
   4.9572910e+05   5.4107031e+05   1.1561662e-01   2.6732332e-02
   4.9572896e+05   5.4104823e+05   9.0897109e-02   2.7815269e-02
   4.9570747e+05   5.4113512e+05   2.3678784e-01   3.8725677e-02
   4.9571094e+05   5.4100239e+05   7.8593323e-02   4.2242567e-02
   4.9569873e+05   5.4099840e+05   1.0095880e-01   5.0817135e-02
   4.9574564e+05   5.4107157e+05   8.0611295e-02   1.5303133e-02
   4.9573879e+05   5.4104821e+05   6.9214249e-02   2.1053909e-02
   4.9584600e+05   5.4098736e+05  -2.3601095e-01   4.9965480e-02
   4.9587587e+05   5.4098313e+05  -3.0662487e-01   7.0321646e-02
   4.9591467e+05   5.4097395e+05  -4.0251563e-01   9.6595410e-02
   4.9595174e+05   5.4096585e+05  -4.9337662e-01   1.2172800e-01
   4.9598872e+05   5.4096404e+05  -5.7690336e-01   1.4707847e-01
   4.9581825e+05   5.4104332e+05  -1.1139373e-01   3.3373011e-02
   4.9575112e+05   5.4102688e+05   1.7844416e-02   1.3522043e-02
   4.9580065e+05   5.4100717e+05  -1.1363721e-01   1.9662924e-02
   4.9593638e+05   5.4105479e+05  -3.5864590e-01   1.1511970e-01
   4.9590272e+05   5.4110925e+05  -2.2270199e-01   9.4391890e-02
   4.9587262e+05   5.4105686e+05  -2.1582614e-01   7.1364202e-02
   4.9580171e+05   5.4107907e+05  -3.4416394e-02   2.3590907e-02
   4.9577366e+05   5.4111991e+05   7.3711816e-02   6.1166545e-03
